station_id,external_id,external_source,is_managed,station_name,latitude,longitude,city,state,operator_name,connector_types,charger_powers_kw,charger_count,data_quality_score,source_last_verified_at,total_bookings_count,confirmed_bookings_count,cancelled_bookings_count,completed_sessions_count,active_sessions_count,avg_session_duration_minutes,total_energy_consumed_kwh,total_settled_revenue,attribution
168,,MANUAL,True,Tata Power Hub - Gandhidham Market Street #3,23.0840157,70.1593385,Gandhidham,Gujarat,TATA,CCS2;Type2;CHAdeMO,60.00;50.00;22.00,3,0,,,,,,,,,,EV-ChargeX Operational
169,,MANUAL,True,Adani Gas EV Hub - Gandhidham GIDC Sector 2 #4,23.0947999,70.1654021,Gandhidham,Gujarat,Torent,CCS2;Type2;CHAdeMO,7.20;50.00;11.00;150.00;120.00,5,0,,,,,,,,,,EV-ChargeX Operational
170,,MANUAL,True,Torrent Power Hub - Gandhidham Main Road #5,23.0884620,70.1332357,Gandhidham,Gujarat,Torent,CCS2;Type2,11.00;150.00;150.00,3,0,,,,,,,,,,EV-ChargeX Operational
171,,MANUAL,True,Jio-bp Pulse Hub - Gandhidham Market Street #6,23.0549496,70.1193861,Gandhidham,Gujarat,TATA,CCS2;Type2;CHAdeMO,11.00;50.00;50.00,3,0,,,,,,,,,,EV-ChargeX Operational
172,,MANUAL,True,Adani Gas EV Hub - Gandhidham Industrial Area Road #7,23.1082161,70.1332455,Gandhidham,Gujarat,Torent,CCS2;CHAdeMO,50.00;50.00;50.00,3,0,,,,,,,,,,EV-ChargeX Operational
173,,MANUAL,True,Tata Power Hub - Gandhidham Station Road #8,23.0719092,70.1272070,Gandhidham,Gujarat,TATA,CCS2;GB/T,50.00;150.00;15.00,3,0,,,,,,,,,,EV-ChargeX Operational
174,,MANUAL,True,Tata Power Hub - Gandhidham Airport Road #9,23.0725850,70.1635395,Gandhidham,Gujarat,TATA,CCS2;GB/T,50.00;30.00;120.00;50.00,4,0,,,,,,,,,,EV-ChargeX Operational
175,,MANUAL,True,Zeon Charging Hub - Gandhidham VIP Road #10,23.0715303,70.1358713,Gandhidham,Gujarat,TATA,Type2;CHAdeMO;GB/T,30.00;7.20;50.00;30.00,4,0,,,,,,,,,,EV-ChargeX Operational
176,,MANUAL,True,Jio-bp Pulse Hub - Porbandar Station Road #1,21.6117419,69.6318931,Porbandar,Gujarat,TATA,CCS2;Type2;CHAdeMO;GB/T,22.00;50.00;15.00;60.00,4,0,,,,,,,,,,EV-ChargeX Operational
177,,MANUAL,True,Torrent Power Hub - Porbandar Industrial Area Road #2,21.6319565,69.6143300,Porbandar,Gujarat,Torent,CHAdeMO;GB/T,15.00;50.00,2,0,,,,,,,,,,EV-ChargeX Operational
178,,MANUAL,True,Torrent Power Hub - Porbandar Airport Road #3,21.6120946,69.5782040,Porbandar,Gujarat,Torent,CHAdeMO;GB/T,50.00;15.00,2,0,,,,,,,,,,EV-ChargeX Operational
179,,MANUAL,True,Torrent Power Hub - Porbandar Link Road #4,21.6758330,69.5916992,Porbandar,Gujarat,Torent,CCS2;Type2;CHAdeMO;GB/T,22.00;50.00;50.00;150.00;11.00,5,0,,,,,,,,,,EV-ChargeX Operational
180,,MANUAL,True,Zeon Charging Hub - Porbandar Station Road #5,21.6172882,69.6212747,Porbandar,Gujarat,TATA,CHAdeMO;GB/T,50.00;50.00;50.00,3,0,,,,,,,,,,EV-ChargeX Operational
181,,MANUAL,True,Jio-bp Pulse Hub - Porbandar VIP Road #6,21.6275421,69.6366501,Porbandar,Gujarat,TATA,Type2;CHAdeMO,22.00;50.00,2,0,,,,,,,,,,EV-ChargeX Operational
182,,MANUAL,True,Zeon Charging Hub - Porbandar Industrial Area Road #7,21.6114228,69.6074560,Porbandar,Gujarat,TATA,CCS2;CHAdeMO,150.00;50.00;60.00,3,0,,,,,,,,,,EV-ChargeX Operational
183,,MANUAL,True,Tata Power Hub - Porbandar Industrial Area Road #8,21.6419755,69.6380023,Porbandar,Gujarat,TATA,CCS2;Type2;CHAdeMO,50.00;50.00;22.00;120.00;11.00,5,0,,,,,,,,,,EV-ChargeX Operational
184,,MANUAL,True,Torrent Power Hub - Porbandar Link Road #9,21.6487334,69.6449014,Porbandar,Gujarat,Torent,CCS2;CHAdeMO,50.00;50.00;60.00,3,0,,,,,,,,,,EV-ChargeX Operational
185,,MANUAL,True,Jio-bp Pulse Hub - Porbandar Industrial Area Road #10,21.6617013,69.5931166,Porbandar,Gujarat,TATA,Type2;GB/T,15.00;11.00;11.00;50.00;11.00,5,0,,,,,,,,,,EV-ChargeX Operational
186,,MANUAL,True,Adani Gas EV Hub - Veraval Ring Road #1,20.8770539,70.3821457,Veraval,Gujarat,Torent,GB/T,50.00;50.00,2,0,,,,,,,,,,EV-ChargeX Operational
187,,MANUAL,True,Zeon Charging Hub - Veraval Market Street #2,20.9069019,70.3407290,Veraval,Gujarat,TATA,CCS2;Type2;CHAdeMO;GB/T,150.00;50.00;22.00;50.00;50.00,5,0,,,,,,,,,,EV-ChargeX Operational
188,,MANUAL,True,Torrent Power Hub - Veraval Link Road #3,20.9504145,70.3369610,Veraval,Gujarat,Torent,CCS2;Type2;GB/T,150.00;50.00;15.00;22.00,4,0,,,,,,,,,,EV-ChargeX Operational
189,,MANUAL,True,Zeon Charging Hub - Veraval Airport Road #4,20.8822190,70.3839459,Veraval,Gujarat,TATA,CHAdeMO;GB/T,50.00;50.00,2,0,,,,,,,,,,EV-ChargeX Operational
190,,MANUAL,True,Jio-bp Pulse Hub - Veraval Link Road #5,20.9172934,70.3584859,Veraval,Gujarat,TATA,CCS2,50.00;60.00,2,0,,,,,,,,,,EV-ChargeX Operational
191,,MANUAL,True,Tata Power Hub - Veraval City Center Road #6,20.9189151,70.3837595,Veraval,Gujarat,TATA,CCS2;Type2;CHAdeMO;GB/T,120.00;7.20;50.00;50.00;60.00,5,0,,,,,,,,,,EV-ChargeX Operational
192,,MANUAL,True,Zeon Charging Hub - Veraval Station Road #7,20.9549063,70.3333997,Veraval,Gujarat,TATA,CCS2;Type2;CHAdeMO,120.00;50.00;11.00;22.00;22.00,5,0,,,,,,,,,,EV-ChargeX Operational
193,,MANUAL,True,Tata Power Hub - Veraval Station Road #8,20.9472601,70.3658476,Veraval,Gujarat,TATA,Type2;CHAdeMO;GB/T,50.00;11.00;11.00;7.20;50.00,5,0,,,,,,,,,,EV-ChargeX Operational
194,,MANUAL,True,Adani Gas EV Hub - Veraval GIDC Sector 2 #9,20.8769029,70.3422453,Veraval,Gujarat,Torent,CCS2;Type2;CHAdeMO,22.00;50.00;50.00,3,0,,,,,,,,,,EV-ChargeX Operational
195,,MANUAL,True,Torrent Power Hub - Veraval GIDC Sector 2 #10,20.9346779,70.3956783,Veraval,Gujarat,Torent,CCS2;Type2,11.00;60.00;60.00,3,0,,,,,,,,,,EV-ChargeX Operational
196,,MANUAL,True,Jio-bp Pulse Hub - Godhra Ring Road #1,22.7481613,73.6523638,Godhra,Gujarat,TATA,CCS2;CHAdeMO;GB/T,15.00;50.00;50.00;120.00,4,0,,,,,,,,,,EV-ChargeX Operational
197,,MANUAL,True,Torrent Power Hub - Godhra Highway 48 Bypass #2,22.8076980,73.5962677,Godhra,Gujarat,Torent,Type2;GB/T,22.00;30.00,2,0,,,,,,,,,,EV-ChargeX Operational
198,,MANUAL,True,Adani Gas EV Hub - Godhra College Road #3,22.7663863,73.6230231,Godhra,Gujarat,Torent,CCS2;Type2;CHAdeMO,7.20;7.20;120.00;50.00,4,0,,,,,,,,,,EV-ChargeX Operational
199,,MANUAL,True,Jio-bp Pulse Hub - Godhra City Center Road #4,22.8083542,73.6434941,Godhra,Gujarat,TATA,CCS2;Type2;CHAdeMO;GB/T,50.00;60.00;50.00;30.00;7.20,5,0,,,,,,,,,,EV-ChargeX Operational
200,,MANUAL,True,Jio-bp Pulse Hub - Godhra Industrial Area Road #5,22.7397601,73.6542131,Godhra,Gujarat,TATA,CCS2;Type2;CHAdeMO,22.00;50.00;7.20;50.00;120.00,5,0,,,,,,,,,,EV-ChargeX Operational
201,,MANUAL,True,Torrent Power Hub - Godhra Highway 48 Bypass #6,22.8078769,73.6455113,Godhra,Gujarat,Torent,CCS2;CHAdeMO,60.00;50.00,2,0,,,,,,,,,,EV-ChargeX Operational
202,,MANUAL,True,Zeon Charging Hub - Godhra City Center Road #7,22.7580172,73.6129210,Godhra,Gujarat,TATA,Type2;CHAdeMO,50.00;7.20,2,0,,,,,,,,,,EV-ChargeX Operational
203,,MANUAL,True,Zeon Charging Hub - Godhra Industrial Area Road #8,22.7693539,73.6339462,Godhra,Gujarat,TATA,CCS2;Type2,7.20;60.00,2,0,,,,,,,,,,EV-ChargeX Operational
204,,MANUAL,True,Adani Gas EV Hub - Godhra Main Road #9,22.7458427,73.6260076,Godhra,Gujarat,Torent,CCS2;CHAdeMO,50.00;50.00;50.00;150.00;50.00,5,0,,,,,,,,,,EV-ChargeX Operational
205,,MANUAL,True,Jio-bp Pulse Hub - Godhra Link Road #10,22.7657605,73.5882235,Godhra,Gujarat,TATA,CCS2;Type2,150.00;22.00;7.20,3,0,,,,,,,,,,EV-ChargeX Operational
206,,MANUAL,True,Torrent Power EV Hub - Gandhinagar,23.1874123,72.6286456,Gandhinagar,Gujarat,Torent,CCS2;Type2,50.00;7.20,2,0,,,,,,,,,,EV-ChargeX Operational
207,,MANUAL,True,Tata Power EV Zone - Vadodara,22.3106789,73.1812345,Vadodara,Gujarat,TATA,CCS2,120.00;60.00,2,0,,,,,,,,,,EV-ChargeX Operational
208,,MANUAL,True,Tata Power EV Zone - Surat,21.1419012,72.7783987,Surat,Gujarat,TATA,CCS2,50.00,1,0,,,,,,,,,,EV-ChargeX Operational
209,,MANUAL,True,Tata Power EV Zone - Rajkot,22.2856543,70.7744321,Rajkot,Gujarat,TATA,CCS2,50.00,1,0,,,,,,,,,,EV-ChargeX Operational
210,,MANUAL,True,Tata Power Hub - Ahmedabad Market Street #1,22.9975077,72.5998245,Ahmedabad,Gujarat,TATA,Type2;CHAdeMO;GB/T,7.20;22.00;50.00;50.00,4,0,,,,,,,,,,EV-ChargeX Operational
211,,MANUAL,True,Adani Gas EV Hub - Ahmedabad VIP Road #2,23.0585472,72.5346395,Ahmedabad,Gujarat,Torent,CCS2;Type2;GB/T,11.00;120.00;22.00;50.00;60.00,5,0,,,,,,,,,,EV-ChargeX Operational
212,,MANUAL,True,Zeon Charging Hub - Ahmedabad Airport Road #3,23.0309792,72.5768171,Ahmedabad,Gujarat,TATA,CCS2;Type2;CHAdeMO,60.00;50.00;50.00;22.00,4,0,,,,,,,,,,EV-ChargeX Operational
213,,MANUAL,True,Jio-bp Pulse Hub - Ahmedabad Station Road #4,23.0491497,72.5377743,Ahmedabad,Gujarat,TATA,CCS2;Type2;CHAdeMO,11.00;60.00;50.00,3,0,,,,,,,,,,EV-ChargeX Operational
214,,MANUAL,True,Adani Gas EV Hub - Ahmedabad Station Road #5,23.0479155,72.5562972,Ahmedabad,Gujarat,Torent,CCS2;Type2;GB/T,50.00;150.00;120.00;15.00;22.00,5,0,,,,,,,,,,EV-ChargeX Operational
215,,MANUAL,True,Adani Gas EV Hub - Ahmedabad Market Street #6,22.9890058,72.5444421,Ahmedabad,Gujarat,Torent,CHAdeMO;GB/T,50.00;50.00;15.00;50.00,4,0,,,,,,,,,,EV-ChargeX Operational
216,,MANUAL,True,Torrent Power Hub - Ahmedabad Airport Road #7,22.9875086,72.5880407,Ahmedabad,Gujarat,Torent,Type2;GB/T,22.00;7.20;30.00;11.00,4,0,,,,,,,,,,EV-ChargeX Operational
217,,MANUAL,True,Zeon Charging Hub - Ahmedabad Market Street #8,23.0359636,72.5751890,Ahmedabad,Gujarat,TATA,CCS2;CHAdeMO;GB/T,50.00;15.00;50.00;60.00;60.00,5,0,,,,,,,,,,EV-ChargeX Operational
218,,MANUAL,True,Adani Gas EV Hub - Ahmedabad Ring Road #9,23.0364880,72.6076322,Ahmedabad,Gujarat,Torent,CCS2,150.00;50.00;50.00,3,0,,,,,,,,,,EV-ChargeX Operational
219,,MANUAL,True,Tata Power Hub - Ahmedabad VIP Road #10,23.0013284,72.5523334,Ahmedabad,Gujarat,TATA,CCS2;Type2,22.00;50.00;11.00;150.00,4,0,,,,,,,,,,EV-ChargeX Operational
220,,MANUAL,True,Tata Power Hub - Surat GIDC Sector 2 #1,21.1834678,72.8658619,Surat,Gujarat,TATA,CCS2;CHAdeMO,50.00;150.00,2,0,,,,,,,,,,EV-ChargeX Operational
221,,MANUAL,True,Adani Gas EV Hub - Surat GIDC Sector 2 #2,21.1320218,72.8248324,Surat,Gujarat,Torent,CCS2;Type2,22.00;120.00;50.00,3,0,,,,,,,,,,EV-ChargeX Operational
222,,MANUAL,True,Tata Power Hub - Surat Main Road #3,21.1382334,72.8409880,Surat,Gujarat,TATA,CCS2;CHAdeMO;GB/T,50.00;50.00;50.00;50.00,4,0,,,,,,,,,,EV-ChargeX Operational
223,,MANUAL,True,Torrent Power Hub - Surat Highway 48 Bypass #4,21.1319656,72.8165366,Surat,Gujarat,Torent,Type2;GB/T,30.00;30.00;22.00,3,0,,,,,,,,,,EV-ChargeX Operational
224,,MANUAL,True,Jio-bp Pulse Hub - Surat Highway 48 Bypass #5,21.1715616,72.8414249,Surat,Gujarat,TATA,CCS2;Type2,150.00;22.00,2,0,,,,,,,,,,EV-ChargeX Operational
225,,MANUAL,True,Torrent Power Hub - Surat Link Road #6,21.1760595,72.8420595,Surat,Gujarat,Torent,Type2;CHAdeMO,50.00;11.00;22.00,3,0,,,,,,,,,,EV-ChargeX Operational
226,,MANUAL,True,Adani Gas EV Hub - Surat Ring Road #7,21.1867463,72.8335107,Surat,Gujarat,Torent,CCS2;GB/T,50.00;120.00;150.00;150.00,4,0,,,,,,,,,,EV-ChargeX Operational
227,,MANUAL,True,Jio-bp Pulse Hub - Surat GIDC Sector 2 #8,21.1848065,72.7941586,Surat,Gujarat,TATA,Type2;GB/T,15.00;15.00;22.00,3,0,,,,,,,,,,EV-ChargeX Operational
228,,MANUAL,True,Adani Gas EV Hub - Surat VIP Road #9,21.1760981,72.8076079,Surat,Gujarat,Torent,Type2;GB/T,11.00;30.00;30.00;50.00,4,0,,,,,,,,,,EV-ChargeX Operational
229,,MANUAL,True,Jio-bp Pulse Hub - Surat Market Street #10,21.1684274,72.7916932,Surat,Gujarat,TATA,CCS2;GB/T,60.00;50.00;150.00;30.00,4,0,,,,,,,,,,EV-ChargeX Operational
230,,MANUAL,True,Jio-bp Pulse Hub - Vadodara Main Road #1,22.3310682,73.1731327,Vadodara,Gujarat,TATA,CCS2;Type2;GB/T,50.00;11.00;150.00;30.00;120.00,5,0,,,,,,,,,,EV-ChargeX Operational
231,,MANUAL,True,Adani Gas EV Hub - Vadodara College Road #2,22.3079056,73.2015309,Vadodara,Gujarat,Torent,CCS2;Type2;CHAdeMO;GB/T,50.00;50.00;15.00;7.20;50.00,5,0,,,,,,,,,,EV-ChargeX Operational
232,,MANUAL,True,Adani Gas EV Hub - Vadodara Ring Road #3,22.3007227,73.2204360,Vadodara,Gujarat,Torent,Type2;CHAdeMO;GB/T,50.00;50.00;50.00;15.00;11.00,5,0,,,,,,,,,,EV-ChargeX Operational
233,,MANUAL,True,Torrent Power Hub - Vadodara College Road #4,22.3421351,73.1863278,Vadodara,Gujarat,Torent,CCS2;Type2;CHAdeMO;GB/T,120.00;11.00;50.00;15.00;50.00,5,0,,,,,,,,,,EV-ChargeX Operational
234,,MANUAL,True,Adani Gas EV Hub - Vadodara Ring Road #5,22.2704076,73.1477814,Vadodara,Gujarat,Torent,CCS2;GB/T,15.00;60.00;30.00,3,0,,,,,,,,,,EV-ChargeX Operational
235,,MANUAL,True,Tata Power Hub - Vadodara Link Road #6,22.2724021,73.1505448,Vadodara,Gujarat,TATA,CCS2;GB/T,150.00;30.00,2,0,,,,,,,,,,EV-ChargeX Operational
236,,MANUAL,True,Torrent Power Hub - Vadodara Ring Road #7,22.3265477,73.1820578,Vadodara,Gujarat,Torent,Type2;CHAdeMO;GB/T,50.00;11.00;11.00;50.00;50.00,5,0,,,,,,,,,,EV-ChargeX Operational
237,,MANUAL,True,Jio-bp Pulse Hub - Vadodara City Center Road #8,22.2686163,73.1854017,Vadodara,Gujarat,TATA,CCS2;GB/T,15.00;30.00;150.00,3,0,,,,,,,,,,EV-ChargeX Operational
238,,MANUAL,True,Jio-bp Pulse Hub - Vadodara Highway 48 Bypass #9,22.3328466,73.1815752,Vadodara,Gujarat,TATA,CCS2;CHAdeMO,50.00;50.00;50.00;50.00;50.00,5,0,,,,,,,,,,EV-ChargeX Operational
239,,MANUAL,True,Jio-bp Pulse Hub - Vadodara Ring Road #10,22.2733440,73.1960103,Vadodara,Gujarat,TATA,CCS2;Type2;CHAdeMO,11.00;50.00;50.00;50.00,4,0,,,,,,,,,,EV-ChargeX Operational
240,,MANUAL,True,Tata Power Hub - Rajkot Market Street #1,22.3246105,70.8308902,Rajkot,Gujarat,TATA,CCS2;CHAdeMO,50.00;50.00;50.00;150.00,4,0,,,,,,,,,,EV-ChargeX Operational
241,,MANUAL,True,Tata Power Hub - Rajkot Main Road #2,22.2996078,70.7931849,Rajkot,Gujarat,TATA,CCS2;Type2;CHAdeMO;GB/T,7.20;50.00;30.00;60.00,4,0,,,,,,,,,,EV-ChargeX Operational
242,,MANUAL,True,Jio-bp Pulse Hub - Rajkot Industrial Area Road #3,22.2906389,70.7828361,Rajkot,Gujarat,TATA,CCS2,50.00;120.00,2,0,,,,,,,,,,EV-ChargeX Operational
243,,MANUAL,True,Torrent Power Hub - Rajkot Market Street #4,22.3285378,70.7649490,Rajkot,Gujarat,Torent,CCS2;CHAdeMO,50.00;150.00;50.00;120.00;50.00,5,0,,,,,,,,,,EV-ChargeX Operational
244,,MANUAL,True,Zeon Charging Hub - Rajkot Link Road #5,22.2941462,70.7694796,Rajkot,Gujarat,TATA,CHAdeMO,50.00;50.00,2,0,,,,,,,,,,EV-ChargeX Operational
245,,MANUAL,True,Jio-bp Pulse Hub - Rajkot Ring Road #6,22.3022546,70.7879517,Rajkot,Gujarat,TATA,CCS2;CHAdeMO;GB/T,50.00;50.00;150.00;50.00;120.00,5,0,,,,,,,,,,EV-ChargeX Operational
246,,MANUAL,True,Zeon Charging Hub - Rajkot Airport Road #7,22.3235726,70.8237793,Rajkot,Gujarat,TATA,CCS2;Type2;GB/T,11.00;50.00;15.00;30.00,4,0,,,,,,,,,,EV-ChargeX Operational
247,,MANUAL,True,Adani Gas EV Hub - Rajkot Link Road #8,22.2644696,70.8166180,Rajkot,Gujarat,Torent,Type2;GB/T,11.00;15.00;50.00;22.00,4,0,,,,,,,,,,EV-ChargeX Operational
248,,MANUAL,True,Jio-bp Pulse Hub - Rajkot Airport Road #9,22.2907441,70.8087367,Rajkot,Gujarat,TATA,CCS2;CHAdeMO,50.00;150.00,2,0,,,,,,,,,,EV-ChargeX Operational
249,,MANUAL,True,Adani Gas EV Hub - Rajkot College Road #10,22.2666765,70.8379963,Rajkot,Gujarat,Torent,CCS2;Type2;GB/T,30.00;120.00;50.00;22.00,4,0,,,,,,,,,,EV-ChargeX Operational
250,,MANUAL,True,Jio-bp Pulse Hub - Gandhinagar Highway 48 Bypass #1,23.1818006,72.6076312,Gandhinagar,Gujarat,TATA,Type2;CHAdeMO;GB/T,7.20;50.00;50.00;50.00;30.00,5,0,,,,,,,,,,EV-ChargeX Operational
251,,MANUAL,True,Zeon Charging Hub - Gandhinagar College Road #2,23.2447951,72.5993221,Gandhinagar,Gujarat,TATA,CHAdeMO;GB/T,50.00;30.00,2,0,,,,,,,,,,EV-ChargeX Operational
252,,MANUAL,True,Tata Power Hub - Gandhinagar Station Road #3,23.2313342,72.6035216,Gandhinagar,Gujarat,TATA,CHAdeMO;GB/T,50.00;50.00;50.00,3,0,,,,,,,,,,EV-ChargeX Operational
253,,MANUAL,True,Zeon Charging Hub - Gandhinagar GIDC Sector 2 #4,23.2381252,72.6631263,Gandhinagar,Gujarat,TATA,CCS2;Type2;GB/T,7.20;11.00;30.00;11.00;120.00,5,0,,,,,,,,,,EV-ChargeX Operational
254,,MANUAL,True,Torrent Power Hub - Gandhinagar VIP Road #5,23.1840553,72.6233538,Gandhinagar,Gujarat,Torent,CHAdeMO;GB/T,15.00;50.00;50.00;30.00,4,0,,,,,,,,,,EV-ChargeX Operational
255,,MANUAL,True,Adani Gas EV Hub - Gandhinagar VIP Road #6,23.1904710,72.6426657,Gandhinagar,Gujarat,Torent,CCS2;CHAdeMO;GB/T,50.00;50.00;150.00;50.00,4,0,,,,,,,,,,EV-ChargeX Operational
256,,MANUAL,True,Zeon Charging Hub - Gandhinagar VIP Road #7,23.1834528,72.6063258,Gandhinagar,Gujarat,TATA,CCS2;CHAdeMO,60.00;50.00;50.00,3,0,,,,,,,,,,EV-ChargeX Operational
257,,MANUAL,True,Tata Power Hub - Gandhinagar Industrial Area Road #8,23.2136018,72.6234097,Gandhinagar,Gujarat,TATA,Type2,22.00;11.00;7.20,3,0,,,,,,,,,,EV-ChargeX Operational
258,,MANUAL,True,Jio-bp Pulse Hub - Gandhinagar Main Road #9,23.2425238,72.6151055,Gandhinagar,Gujarat,TATA,CHAdeMO;GB/T,50.00;50.00;50.00;50.00,4,0,,,,,,,,,,EV-ChargeX Operational
259,,MANUAL,True,Jio-bp Pulse Hub - Gandhinagar College Road #10,23.2003728,72.6029008,Gandhinagar,Gujarat,TATA,Type2;CHAdeMO,50.00;22.00,2,0,,,,,,,,,,EV-ChargeX Operational
260,,MANUAL,True,Zeon Charging Hub - Bhavnagar Market Street #1,21.7513533,72.1570045,Bhavnagar,Gujarat,TATA,CCS2;Type2;GB/T,15.00;50.00;120.00;22.00,4,0,,,,,,,,,,EV-ChargeX Operational
261,,MANUAL,True,Zeon Charging Hub - Bhavnagar Airport Road #2,21.8010573,72.1222657,Bhavnagar,Gujarat,TATA,Type2;CHAdeMO,50.00;11.00;50.00;50.00;11.00,5,0,,,,,,,,,,EV-ChargeX Operational
262,,MANUAL,True,Tata Power Hub - Bhavnagar Main Road #3,21.7820472,72.1565231,Bhavnagar,Gujarat,TATA,CCS2;Type2,7.20;22.00;60.00,3,0,,,,,,,,,,EV-ChargeX Operational
263,,MANUAL,True,Zeon Charging Hub - Bhavnagar City Center Road #4,21.7507813,72.1309606,Bhavnagar,Gujarat,TATA,CCS2;Type2,7.20;50.00;22.00,3,0,,,,,,,,,,EV-ChargeX Operational
264,,MANUAL,True,Tata Power Hub - Bhavnagar Main Road #5,21.7853192,72.1680484,Bhavnagar,Gujarat,TATA,CCS2;Type2;GB/T,150.00;7.20;15.00,3,0,,,,,,,,,,EV-ChargeX Operational
265,,MANUAL,True,Torrent Power Hub - Bhavnagar Station Road #6,21.7846734,72.1497733,Bhavnagar,Gujarat,Torent,Type2;CHAdeMO,7.20;50.00;50.00;50.00,4,0,,,,,,,,,,EV-ChargeX Operational
266,,MANUAL,True,Adani Gas EV Hub - Bhavnagar Ring Road #7,21.7499094,72.1890376,Bhavnagar,Gujarat,Torent,CCS2;Type2;CHAdeMO,150.00;50.00;11.00,3,0,,,,,,,,,,EV-ChargeX Operational
267,,MANUAL,True,Tata Power Hub - Bhavnagar Airport Road #8,21.7767751,72.1153578,Bhavnagar,Gujarat,TATA,CCS2;CHAdeMO;GB/T,30.00;50.00;50.00;50.00;30.00,5,0,,,,,,,,,,EV-ChargeX Operational
268,,MANUAL,True,Zeon Charging Hub - Bhavnagar Industrial Area Road #9,21.8013159,72.1802566,Bhavnagar,Gujarat,TATA,CHAdeMO;GB/T,15.00;50.00;50.00,3,0,,,,,,,,,,EV-ChargeX Operational
269,,MANUAL,True,Zeon Charging Hub - Bhavnagar Market Street #10,21.7884494,72.1691698,Bhavnagar,Gujarat,TATA,Type2;GB/T,22.00;30.00;7.20,3,0,,,,,,,,,,EV-ChargeX Operational
270,,MANUAL,True,Tata Power Hub - Jamnagar Highway 48 Bypass #1,22.4723808,70.0608535,Jamnagar,Gujarat,TATA,GB/T,30.00;50.00,2,0,,,,,,,,,,EV-ChargeX Operational
271,,MANUAL,True,Torrent Power Hub - Jamnagar Ring Road #2,22.4423504,70.0317341,Jamnagar,Gujarat,Torent,CHAdeMO;GB/T,50.00;15.00;30.00,3,0,,,,,,,,,,EV-ChargeX Operational
272,,MANUAL,True,Torrent Power Hub - Jamnagar Link Road #3,22.4988457,70.0917489,Jamnagar,Gujarat,Torent,Type2;CHAdeMO,11.00;50.00;50.00;22.00,4,0,,,,,,,,,,EV-ChargeX Operational
273,,MANUAL,True,Adani Gas EV Hub - Jamnagar VIP Road #4,22.5005509,70.0439162,Jamnagar,Gujarat,Torent,Type2,22.00;7.20,2,0,,,,,,,,,,EV-ChargeX Operational
274,,MANUAL,True,Tata Power Hub - Jamnagar VIP Road #5,22.4801493,70.0505033,Jamnagar,Gujarat,TATA,CCS2;CHAdeMO;GB/T,15.00;150.00;50.00;50.00;50.00,5,0,,,,,,,,,,EV-ChargeX Operational
